 ,,,,,,,,,,,
Date,Message,Liz,Kaew,Maddie,Anouk,Holly,Lucinda,Leah,Stefania,Mika,Comments
28.06.24,"Hello, can someone please help me to add Hasina Mogul 0410 768 508 +30pts on loyalty dog? thanks",Liz,KP,mm,,hg,,,,,done :)
20.06.24,"After doing some troubleshooting with iinet the phone line is now working! However there is a possibility that it's just a temporary fix, so the iinet guy will be calling back next week to follow up and check if it's still working. Pauline, I told the guy to call on one of the days you're here. So he'll be in touch on either tuesday (25th) or thursday (27th). Fingers crossed it stays working!!",Liz,,MM,jc,hg,,,,,
9.5.24,"Hello, Just letting you know that the Singing Magpie jumpers come in both Mens and Womens. I think some of you migh not know as I always noticed someone move them with mens every time I come in.",Liz,,MM,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4.5.24,"Hi everyone, I contacted CBA Support today because the screen of the EFTPOS machine freeze sometimes. I was told that it was normal for the machine to freeze once in a while but shouldn't be too frequent. if you find same issue, you can try to hold the power button until it restarts. If it keeps happening in the future please contact them to see if we can get a new one. Thanks!!

CBA Support number: 1800 230 177
EFTPOS Terminal ID: 23159700
Merchant ID: 311000063159721 ",Liz,KP,MM,,,,,,,If it dies can we upgrade to a terminal that can connect to POS so we don't have the manually enter the card amount? 🥺🙏
14.04.24,"Hi everyone, please tag Miffy keychains as I have to adjust them out every week. it seems like people target them.",Liz,KP,MM,,,,,,,
22.3.24,"Hey guys, someone wanted to buy the Baby Bear Booties in 3-6 months but but the box wasn't in the cupboard so I used the Baby Rabbit Booties 6-12 month box. If anyone knows were the box is for the bear booties can you please make a note on it to use it for the rabbit ones? Thanks! ",Liz,KP,MM,,,,,,,"Found the box, it was behind the roly poly koala & already make a note."
14.3.24,"Hello, It is not necessary to put ""CLOSED"" sign at the door as everyone we close anyway. The hand writing sign does not look very nice. The sticky tape also leaves a mark on the door.",Liz,KP,MM,,,,,,,
13.3.24,"Hey all, can anyone help me to add $19.95 points to Florence, Flofoocan@hotmail.com, 0449097565. Couldn't find her in the point system. Thanks!",Liz,KP,MM,,,,,,,Please email Mark if this happens. Thanks Kaew. Points added.
7/3/24,"Hi All, Please make sure you remove the carton from the box before you put them on display. This does not look good. (see photo) It is right in the front of the store. - Kaew













",Liz,,MM,,,,,,,
7/3/24,"Hi all, Please throw away all the empty boxes. it does not look good leaving a lot of them in store. I came in on Thursday and the boxes were her from Monday.",Liz,,MM,,,,,,,
1.3.24,"Hi everyone! I was wondering if anyone would want to/ be able to take my Friday or Monday shifts moving forward? 

Ideally I would like only 2 shifts a week but have been given 3 ... I have a lot of work outside of Monsterthreads now so getting that extra day would be amazing! 🙏🥺 Unless we are we short staffed at the moment? 
- 🐉",Liz,,MM,,,,,,,"Hey everyone, i took Pauline's Monday shifts moving forward, thanks Pauline!! -gb
thank youuuuuu!!!! 💖-🐉"
29.02.24,"Hiii, hope everyone doing well!! I just want to inform you guys about this customer (Anita 0424 262 490) she was not a rude customer. However, please be aware in case she is trying to be cheeky with promotion. This customer actually called me more than 3 times in a week to make sure she get the 20% discount (raincoat weekend sale that's supposed to be limited time promotion but Kaew made an exception for her). when she's here she tried almost all of the raincoats and only got 1 even though she reserved 3 (also asked for 3 bags for 1 raincoat!! and wanted the one with our brand on it). she also reserved another 3 raincoats to be picked up on Sunday, please do not give her 20% off for this transaction. I think we should be cautious of her in case she's trying anything funny. ",Liz,KP,MM,,,,,,,If its the same Anita I think it is she's been pulling these kinds of stunts for YEARS!! - 🐉.OMG Yes this lady has been calling me every time i'm on shift and has been making excuses on not able to pick up the hold items -gb
28.02.24,"Hey guys, please be mindful in choosing which boxes to keep. Prioritize the square shaped boxes (the one that can fit most of the mugs or planters). Do not keep thin or flimsy boxes!! noticed we have so many boxes that cannot be used. Thanks",Liz,KP,MM,,,,,,,
16.2.24,"Hi team. Just make sure to let customers know that the new Lala land Tea Cup & Saucer are NOT microwave and dishwasher safe because of the gold plate finishing. Let customers know if purchasing, I have crossed through them with marker as their wasn't any dot stickers. Also the dear and lake scene enamel mugs, the barcodes don't work so just search enamel mug in cin7. The Pocket Fish Penknife barcode also doesn't work so just search product name in cin7 to get it :) Thanks ",Liz,KP,MM,,,,,,,
16.2.24,"Hi guys, just wondering if anyone knows how to clean the new paddy wax candles. This store gets extremely dusty and it shows up really bad on the white candles. I have been using the wet wipes they seem to do the trick. I just thourght in case anyone had a more effective strategy :)",Liz,,MM,,,,,,,"I tried to clean it with damp paper towels, and rub in one direction and not back and forth and then scoop the dust out. This one works but not sure if this is the best method. Use damp paper towel/wet tissue to clean the dust and then cut a circle shape of tissue paper, make a hole in the middle and put it on top of the candle."
01.02.24,"Hello, I noticed there are a lot of duplicate size kid tees on the rack, some  have 3 of the same size. Please make sure you only put 1 of each size or less on the rack. I knew you asked for more kids hangers last week and I think this is the reason why.",Liz,,MM,,,,,,,
12.01.24,"Hey guys ✨ Today is sadly my last day at qvb - I just wanted to say I'm so happy I got to be a part of this monster family! I started out a rookie in retail and it is thanks to your patience and support that I've grown into the person I am now 💖 I've learnt so much and you all are such a lovely group of people - I'll miss u guys 🥹 I've left some treats and a little cow friend to keep y'all company as a token of my appreciation. Keep in touch, take care, and I'll hopefully see yous around!                Love, Vi-An 🌷",Liz❤️,,❤️🥹,,,,,,,
12.01.24,Anne Lee has dropped by again asking if we could leave plastic bags aside for her - preferrably a3 size or larger. I've put the ones we have already in the cupboards so feel free to fill the bag up when we get more in. Here's her number just in case: 0416 228 730,Liz,,MM,,,,,,,
11/1/24,"Hi Everyone, Please make sure you date the hold items. I have noticed there are a lot of items from a week ago, no date. I will put them all back now. Thanks Kaew.",Liz,KP,MM,,,,,,,
9.1.24,"Hi everyone, I made a new stock check template: https://docs.google.com/spreadsheets/d/17dhDLb8_WBdz1-STYgtS793SUDlw4jQRuBqy2hhrhyo/edit#gid=909935104
With this one you scan your items into Cin7 first then copy them across to the template and it will count them for you. No more need to upkeep a list of all the stock and no more outdated prices :)",Liz,KP,MM,,,,,,,"Thanks for making this, really helpful!"
24.12.23,Merry Christmas!!!! Have a great festive season ,Liz,,,,,,,,,
22.12.23,"Hi, can someone please add 144pts to Kelvin 0478 622 505 kelvinsofjan@gmail.com . It seems like the loyalty dog couldn't recognize a new member (didn't show up). Thank you peeps ",Liz,,MM,,,,,,,26.12.23 please also add 24pts to this account ccreneecc88@gmail.com. 29.12.23 naewest20@gmail.com 95pts
22.12.23,"Hi guys, please don't leave the aircon colder than 21 overnight. It might not get that cold during the day but it gets there in morning when opening 🥶",Liz,,MM,,,,,,,
21.12.23,"Hi so these: Porter: Ceramic Mug Terrazzo 355ml, are $44.95 not $42. Just remeber this is the new price ",Liz,,MM,,,,,,,
20.12.23,"Hi guys, Chris Russell 0425 215 600 brought in a faulty Music Box MAX Critters with gifts today and is happy to exchange for a new one. When it arrives in the delivery please call him and give it to him when he gets here (we alrady took the faulty one). ",Liz,,MM,,,,,,,called and left VM 21.12.23
18.12.23,"Hi team, Please can we price products correctly. This is a simple requirement of the job. We have had to do multiple refunds to senior customers, which gladly have not got mad though this leaves a negative consumer impression on valued customers. Please do your best to double check prices!!!!! This has been occuring on a weekly basis, this is not good enough. ",Liz,,MM,,,,,,,
12.12.23,"Hi girls, please add 9 points to this customer Eleni 0433351192. I couldn't find her details in shopify. in case anyone know her or if next time she came back here please double check the details with her. thank youuu ",Liz,,,,,,,,,Eleni 0433 351 192 soulslayer92@gmail.com 9pts + 53pts. done✅
11.12.23,"Hey guys, there's some smear marks and drips on the counter that aren't budging with the cleaning products we have on hand - just wondering if these are from super glue? If so, can someone who paints their nails please bring in some nail polish remover with acetone to try clean them? (Also please remember to put down some scrap paper next time you break out the glue :) )",Liz,,MM,,,,,,,
10.12.23,"Hi team, I have noticed alot of products have been wrongly priced, leading to refunds and unhappy customers. Please before pricing double check the price, as stuff needs be priced correctly. Thanks :)",Liz,,MM,,,,,,,
7.12.23,"Hye guys, twice really recently I've gone to use the vaccum at the end of the day and its been clogged with scraps of paper and stickers. So just a heads up - please don't try suck up big things, and if you notice it's stopped sucking and it sounds louder/ more strained than usual ... you might have to take it apart and unclog it. 

Oh also there are two charge cables in the cleaner's closet - one is for the mop and one is for the vaccum (yellow sticker). They won't work if you plug them into the wrong device (which I've noticed a few times) ",Liz,,MM,,,,,,,"I noticed this, I did take some of the dirt out but it was very clogged :) Liz"
3.12.23,"Hey guys so we think a customer swapped the,  Everyday Mugs Two Set, as there are now 2 different designs on display. Please ensure that you tell customers when selling them that they are 2 of the same design in each box",Liz,,MM,,,,,,,
2.12.23,"Hey guys this customer is not coming up in the points system: nandufo9137@gmail.com. could someone please try the search again, I tried adding points but was unable to despite creating an account in shopify.",Liz,,MM,,,,,,,"Still not showing up, can you please let send a message to Mark letting him know how many points to add and he can take a look? "
01.12.23,"Hi girls, can anyone please help to change the music details of these music boxes on display; 05. Safari 'Pop goes the weasel' $119.95, and 21. Rainforest 'Waltzing Matilda' $109.95. thanks a bunch!",Liz,,MM,,,,,,,
20.11.23,"The bottom part on the unicorn lamp is coming apart but I can't find our super glue. When the glue comes in/ if someone can find it, can it please be fixed? Thanks :) 
also there is a snail vase in the cupboad that needs to be glued back together too - thanks!! ",Liz,,MM,,,,,,,
16.11.23,All the tees that have problem with the print faded were fixed. - they can go on shelves. ,Liz,,MM,,,,,,,
14.11.23,Hi Just a heads up that the cat bowels with chopsticks have changed price to $44.95,Liz,,MM,,,,,,,
,"m-jayne@hotmail.com, please add 80 points",,,,,,,,,,"what date is this for - couldn't find her in points system
added - yn

they have 90 points now so assume this this done??"
12.11.23,"Hi team, I saw cockroach twice for these two weeks in our shop, please keep our place clean or is there any solutions? Really don't want to see them again...... thanks",Liz,,MM,,,,,,,Ewww :((( I've put in a request for roach baits
4.11.23,"Hi Guys, just letting you know about the printing problem with some of our Tees: Recycle War, Turtle Town, & Space Ride. Please put these design aside for the mean time - check email for full info",Liz,,MM,,,,,,,
31.10.23,"There is an online order for pick-up in the cupboard. The shirts in the bag have already been paid for and the customer would also like to purchase the two kids tees next to the bag (Elephant and Starry Night size 9). Please check ID when he picks up, the name should match David Leslie: https://admin.shopify.com/store/monsterthreads/customers/6824058978520  He also has enough points to get the two shirts for free, if he would like :) ",Liz,,MM,,,,,,,done:)
28.10.23,There's only one Cute Dog/Cat Planter left! If we get any more in for the buy-one-get-one-free deal I've just put the signs in drawer D.,Liz,,MM,,,,,,,
23.10.23,"Hi everyone, just an update from Lance on what documentation should be recorded: 

1. All staff purchases, which are approved, should have a copy of the invoice printed and placed in the paperwork for me, in separate bag called 'staff purchases'. 

2. Any paper Gift Voucher, which (old card ones), not sure if we will get of these again, moving to the new system...but just in case, if we do, then the 'card' should be retained by us and sent to H/O

Also, we are no longer hiring anymore xmas casuals. ",Liz,,MM,,,,,,,
19.10.23,"Hi everyone, I was asked to remind you guys to create a transfer list before sending back items to WH and put the transfer ref on the bag/ item. would be good if we can check any transfer items every morning especially on delivery days. Thank you :D ",Liz,,MM,,,,,,,
14/10/23,"Hi, just letting you know the animal snaps have changed price they are $11.99, Make sure to check prices before pricing if unsure. And also please price products on the back so that it looks neat - have noticed alot of products with the price on the front. Also please check pricings of cards - as there have also been alot of these with incorrect prices",Liz,,MM,,,,,,,
30.9.23,"Hi it would be really good if the speakers could connect automatically, if this could be fixed before the busy christmas rush this would make things much easier. Also I have reorganised the Happy Socks with mens on one side and womens on the other, and the kids under on both side - Please try and keep the socks neat and ordily :):). Also Please try not to cramb the draws under the counter as the bubble wrap and flowers get stuck at the back which makes the draws not close - causing the need for fishing out these items from behind the draws ",Liz,KP,MM,,,,,,,"Re speakers: I've tried to figure this out but it seems when we changed PCs they now automatically switch off when the PC is switched off. Even when they're connected the same way as the old PC (in-built Bluetooth disabled and using the dongle) they still switch off over night :( 

Re socks: Woah theres so many now lol. I've just changed it a little bit so the colab socks are all together :)    Not sure if everyone doing this but I normally take one close to another and place them at the same time. Its quick. You do not have to coonect them with tthe computer, they connect automatically where they are. Kaew."
28.09.23,"Hi girls, does anyone know how to mop the floor properly? because everytime i mop the floor it seems to get even dirtier than it was before :( if anyone has tip or trick please kindly drop the instruction here Thank you!!",Liz,,MM,,,,,,,"I used wet tissue it worked but it was too much energy and time consuming :( -rc

Not 100% sure I suspect adding too much of the cleaning fluid in the water can make the floor a little sticky so it gets dirtier faster.

I tried the blue spinning mop + please the blue circle cloth and spray the Green Action Multi Purpose Clearner on the floor, it works quite well, so can someone who works in a shift of two people was and wash those circles cloth, that would be very helpful, thanks heaps! yn

Personally a fan of dual wielding mops - spray with green mop, scrub with power mop, wipe up with green mop. Takes a long time tho. "
26.9.23,Please don't forget to include the size when you record a stock discrepancy. ,Liz,KP,MM,,,,,,,
26.9.23,"I've reorganised the kids/babies clothes a little:
- Halcyon Nights now under MT kids tees, with beanies in a beg beside 
- All other brands including hats and beanies in the cupboard next to it, under the white ceramics. ",Liz,KP,MM,,,,,,,
22.9.23,There's 1 Demo Huck Finn Music BoxAdventures of Huckleberry Finn that I put inside the cupboard where staffs usually put their bags. Please let them out on display and make sure all of the new prices are correct. Thanks!,Liz,,MM,,,,,,,done
21.9.23,"Hi girls, I've seen a few cards with the wrong price. Please double check item price before you put price stickers on them especially greeting cards. Thank you! :)",Liz,KP,MM,,,,,,,
19.9.23,When there are two staff on can someone please refill the water in the mop and rinse + squeeze out the pad in the bathroom sink. If there is time. Thanks!! ,Liz,KP,MM,,,,,,,"I bought two bottles of water from the spare money from the till, so we can have containers to get and refill water later on too :) - yn
thanks!!"
19.9.23,Hi guys! We got a card to use the change machine at Commonwealth Bank :) I've put it under the change in the till. The PIN is 9038. I haven't tested it yet so fingers crossed it works okay. Also note it can't be used to withdraw cash. ,Li,KP,MM,,,,,,,
18.9.23,Hi everyone! For those who aren't aware - when you print anything from the thermal/ receipt printer you can't put sticky tape over the print. It messes with the powder coating on the paper and the print will fade away and become almost unreadable within a few days.,Liz,KP,MM,,,,,,,
18.9.23,Morning. I am seeking 3 new team members as Xmas casuals. These people must be available for early November onwards and through to end January 2024 ideally. Should have previous retail experience. Must be able to work between Newtown and QVB. Keep an eye out for good people and you can ask them to email me directly with a resume. - Lance ,Liz,KP,MM,,,,,,,
.14.9.23,Holding products for customers - Please ask them when they are coming to get the items. Some items have been here for a long time. If pass the holding date- please put them back out. Thanks.,Liz,KP,MM,,,,,,,
10.9.23,"Hi team, I have noticed for a few times that we are really lack of $1,$2 coins or $5 notes when I work on Sundays, it's really hard to work without them as customers always want changes from these, plus the teller closes on Sundays, I know we have a coin exchange machine but today I went, it wasn't avaliable.... 
I just have some suggestions here:
- when getting cash from closing, try to get from the higher value of notes e.g. $100 > $50 > $20... so we can keep the smaller money for the other day
- Staffs from Fridays and Saturadays (I noticed we always have 2 staffs working) could try to do a bank run to exchange small coins or notes, if the coin exchange machines doesn't work, can get exchange from the teller
Hope these suggestions could help and solve the problem, thank you :)",Liz,KP,MM,,,,,,,
7.9.24,New computer! Unfortunately the speaker did not connect automatically when I opened it today. If the speaker does not work again please check the reference file for how to connect them.,Liz ,KP,MM,,,,,,,
7.9.23,"New Card Spinner stand. Please roll it out during the front when you open. lock the wheel by flicking the black panel down. Put it out pass the fron door and on the side a bit so it does not block the walk way. (Hopefully the cards do not go missing)
We can only put the Brands below on the stand, the supplier will come to check.
Cath Kidston
E.Frances
Ohh Deer
Badger & Burke
Red Cap
Niaski",Liz,KP,MM,,,,,,,
6.9.23,"Hi Everyone, i have a mandatory change in direction. Previously, we agreed to not print out any terminal receipts (Zeller or CBA terminals).....as long as we saw ''approved'' on the terminal. Unfortunately, this has NOT worked. Over the last 4 weeks, we have had 4 separate incidents in 3 different stores where a customer was declined - yet we did not find out till later. We assumed that it was approved. On each occasion, the team member has agreed and volunteered to pay for the mistake. Whilst i appreciate you making up the money, i know this is not good for each of you, as you lose out. To fix this...i would like to change the way we do things. From today - immediately - i want each team member to print out each and every terminal receipt and too also circle the word ''approved'', with a pen. This is expected - is mandatory and will hopefully reduce the level of incidents.

- Lance",Liz,KP,,,,,,,,
21.8.23,Hi guys! Lance would like to remind everyone - please mop the floor at the end of every day. He was in last Friday and was really disappointed at the state the floor was in. It gets nasty!!!,Liz,KP,,,,,,,,
20.08.23,"Can someone please add 126 points for Meggie Du's membership account (doooyishan@gmail.com), can't find her account somehow as I just added her manually, might need time to load, thanks heaps",Liz,,,,,,,,,Still not showing up today so I asked Mark to add the points. 
17.8.23,Please hang MT large umbrellas on the wooden box that we put small umbrellas in as the tip of the large umbrellas might get damaged and also they look quite messy in the basket. Thanks.,Liz,KP,,,,,,,,
17.8.23,Please check if all the Halcyon Nights are out on display - Last week there were 5 popular designs not out. These week there were 2.  Thanks - Kaew.,Liz,KP,,,,,,,,
17.8.23,Extra Plushies are in the cabinet under japanese ceramics,Liz,KP,,,,,,,,
9.8.23,"Our box housing the large mens tees is due for a replacement, so please look out for a suitable box when delievies arrive. Thanks! :) ",Liz,KP,,,,,,,,
9.8.23,"Hi guys! All of the 'Cute Cat/Dog Planters from Urban Products are now buy 1, get 1 free :) Like usual, the cheaper one is the free one. 
There are also some extra pots in the cupboard with the Kids Raincoats (I moved the snowglobes to be with the bags) and some boxes that fit the $26.95 pots in the staff cupboard (folded down to save space) ",Liz,KP,,,,,,,,
4.08.23,New snowglobes have come in! I've put the extra ones in the cupboard with the kids raincoats :),Liz,KP,,,,,,,,
28.07.23,Hey there! I acumulated a few things that had missing pieces/pairs into a bag on the counter. Wasn't too sure how to transfer miscellaneous items like this - If someone could complete a transfer for them to the warehouse that would be amazing :),Liz,KP,,,,,,,,
10.7.23,"Hi guys, just a reminder - please make a note of any items you would like to get them from the WH for customer requests in store needs even if you think it's going to be sent next delivery, just to be sure! Thanks :) ",Liz,KP,MM,,,,,,,"Ok, will do next time! - Vi-An"
8/7/23,"Hi Guys so we organised the Jumpers, they are next to the adult raincoats, we haven't specified Womens and Mens due to lack of space in store so make sure to double check before selling items to customers",Liz,KP,MM,,,,,,,
6/7/23,There are a lot of stock missing! 😱 I was shocked. Please be mindful of everything around you. I know it is school holiday so there are a lot more people around.,Liz,KP,MM,,,,,,,
5.7.23,"Hi guys, just a reminder when closing - when you finish up the till should always equal $400. 
If there was a discrepancy add it or take it away from the cash takings from the day :) 
For example, if you are $5 down if should look like this: 













Also remember to put the correct amount (in this case $35.90, not $40.90) in the Cash Deposit sheet. ",Liz,KP,,,,,,,,noted!
28.6.23,"Hi guys, not super urgent but does anyone want one of my shifts next week and the week after? I picked up a lot of commissions at my last convention and would really like some more time to work on them :D Text me! Moss",Liz - thats great Pauline :),KP,,,,,,,,"That's awsome Moss! Congratulations. What was the convention called? xe
Aurawra :3 Cool-en"
23.6.23,"Hiya! Please make sure there is enough change in the til during the day, no $20 or 5 cents this morning...Thanks! Erin",Liz,,MM,,,,,,,"I usually go first thing in the morning if I notice the till is running low, best time to go imo :)b Sorry, I meant when there's two staff on during the day. No worries!e"
17.6.23,"Hi, I just organised the Kids raincoats, I think someone moved them to behind the counter in to the cupboard (this is better for access:)   - I have grouped them into sizes ",Liz,,MM,,,,,,,
15.6.23,Thanks for organsing the empty boxes. Kaew,Liz,,MM,,,,,,,
03/06/23,"Hi, just letting you know the animal snaps have changed price - please look on cin7",Liz,,MM,,,,,,,
20623,"Helloi! I shimmied some things around today....also, there was a huge card/magnet card delivery, so we now have a toddler birthday stand in the kids section, a box of cards next to the paper sculptures and some new cards near the Happy Socks/Wooderful. Thanks! Erin",Liz,,,,,,,,,
31.5.23,"We are putting our PUFFER JACKETS on sale for 7 days! Sale starts today, ends Tuesday 6th June. Please make sure you put the puffer jackets and sign on the window! Sale is instore and online.",Liz,,,,,,,,,
23.05.23,"Just organising under the counter a bit. If anyone is looking for the little plastic bags for change, they're now under the coin compartment in the till. Also staff lanyards are now in 'E' drawer",Liz,,,,hg,,,,,"Wow everything's so neat 😮✨ Thanks Holly! Erin: I could tell you worked yesterday Holly, even before I read this! You're a star!x"
17.05.23,"Hey there, I was tidying up the planters today and didn't get around to putting all the flowers back in - so sorry! I've left them in a bag next to the happy socks. Feel free to display them however you please :)",Liz,,,,hg,,,,,
28.04.23,"Hi guys just wanted to remind everyone to re-stock MT Raincoats (1 or 2 are not out) , Japanese ceramics (the ones that in the cabinet are not being reaplace), Plushies & Halcyon nights (***there are 3-5 designs that missing from the racks). Also please price things on the back of products - its just looks better.",Liz,,,,hg,,,,,
19.4.23,"Hi guys, our air con got an upgrade!! Its now controlled by a touch screen next to the jumpers!
I also made a tiny guide with pictures on how to use it, please give it a read it will only take a second!! 
https://docs.google.com/document/d/1d47Kq2ClBd2q2Pp-IBxbHJN3u7q3nxQ77HMNnT3UEls/edit?usp=sharing",Liz,KP,,,hg,,,,,
,"and does anyone find that the mouse it's hard to use as it doesn't work sometimes? is it possible to change it to a wireless one? I had the mouse freeze for over 10 times today, freak me out....",Liz,,,,hg,,,,,I also much prefered the old wireless mouse!! I tried putting some new batteries in it but I couldn't get it to work ... :( yes it seems to be a little slow and not responding some times
30.03.23,"Hi girls, I just move the file storage organizer to the back cabinet next to women fashion top box as we will use the safe hole to put the end of day money from now on :) if you know better place to put it please do so! :)  thanks",Liz,,,,hg,,,,,When I opened today its back in the original spot?
27.3.23,Please only put one of each Halcyon Night design out. Those pegs are terrible at holding a lot of hangers on them and they start slipping off the end when customers are trying to look at them if there are too many :(,Liz,,,,hg,,,,,
27.3.23,"Just a note from Rosie on deliveries: (For QVB) it will still be Mon and Fri.
It's also somewhat dependant on public holidays and how much you sell. We'll cancel deliveries if quiet.",Liz,,,,hg,,,,,
26.03.23,"Hi guys, just a kindly remind that please plug the charger in the EFTPOS on the right hand side, not on the white machine underneath, it doesn't charge the EFTPOS from there, thanks",Liz,,,,hg,,,,,
22.3.23,"I've been moving around some stuff in the cupoards. Sorry the stickers are still the old layout - I wanted to see how everything goes before updating them. 

First aid is now in draw F (same draw as the flowers). 

I moved the tees into boxes because I was getting sick of the stacks. So far I've found it easier, but if you guys hate it let me know!",Liz ,,,,hg - the boxes were a good move!,,,,,
14.03.23,"Hello, I've left the TGV key behind the wooden orbitkey stand just in case we ever need it. Feel free to move it to a safer space if necessary. Goodbye TGV... :,)",Liz :(,,,,hg,,,,,I've placed it under the cash!
14.03.23,Hi! Some guys came today to install a cord that will eventually be linked to the new AC system once they install it. We will have a touch pad screen so that we can control the AC ourselves! Not sure when they will be coming back but just a heads up :),Liz,,,,hg,,,,,sounds fancy! :O
10.3.23,Lance would like to know who has what keys. Please reply with either big key (door on Innisfree side) or small key (door on Hype side) or both. Thanks!  ,both,,,,both,,,,,
10.3.23,"Hey guys, we got a new motorised mop! I've been playing around with it today and I think my favourite way of using it is using it as a team with the old mop. I give the floor a few sprays with the old mop, then scrub the wet patch using the dark green pads on the new mop, then wipe it all up with the old mop! It's time consuming for sure, but it seems to be lifting a good amount of the grime that was basically impossible to get rid of with just the old mop! ",Liz,,,,hg,,,,,
3.3.23,"Morning Leila! Sorry I didn't get a chance to finish off the stock! Also sorry some things are in random spots on the shelves, I also didn't finish figuring out where everything should go aaa. 
Here is the stock check: https://docs.google.com/spreadsheets/d/11chkwVWXrfmxw9xTsYYaSmRLOjaxp1sY987y4g3XdC0/edit#gid=909935104
Hope you have a great day!! ",Liz,,,,hg,,,,,"Moss, everything looks great! Also i am so impressed by your stockcheck sheet -- you are literally a wizard! - Leila

Thank you!! If you want to try using the my fancy stock check I made a little guide! https://docs.google.com/document/d/1UDm9MZl4iwEPCaiCK_9MIdYXg_SWVkuZZtheHYY1InY/edit"
3.3.23,"Hi everyone, just a note from Rosie:

A lot of new products will be arriving instore over the next few weeks.

TGV may not receive most of these as the store will be closing mid March.

I wanted to ask all staff to have a quick look at these two links below.

Our new Pouzoo Pen Pouches from Japan's King Jim have adjustable arms, legs and back, so they can be moved into many different poses.
https://www.kingjim.co.jp/sp/english/pouzoo/

Soy wax blend candles from Tennessee Nashville's Paddywax come in ceramic holders that you are encouraged to repurpose after use.
Please read this brief page that shows you how to combine two of the folia planters to create a self watering planter.
https://paddywax.com/pages/folia

Please demonstrate these functions to customers.",Liz,,,,hg,,,,,"Hey yall -- i did some more research on the candles. The ones that arent part of the folia collection (the wabi sabi collection) are all 100% food grade so when they have been used up they can be cleaned and repurposed into cute lil bowls !!!!!!!!!!!!!!!! 

that's so cute omg 😭"
1.3.23,"Hi guys, we've been getting some calls from a company that wants to upgrade our lights (I got 2 today!) Just tell them 'no' and give them the generic email address adress (info@monsterthreads.com.au) if they are persistant.

I don't even think its targeted at us because they ask about our 'home' and they hung up on me when I suggested they speak to the business owner 😂",Liz,,,,hg,,,,,
13.02.23,Message from Lance: https://www.globalshop.com.au/products/floor-police?utm_source=google&utm_medium=sem&utm_campaign=%7BCampaignName%7D&utm_content=%7BAdGroupName%7D&gclid=CjwKCAiAuaKfBhBtEiwAht6H70zDQ_NISKRZ0blXEMBuue56PTFtv_8NMyYAYqjfKdU2WWzEZ58yvxoCZL0QAvD_BwE Ive got one of these arriving to the shop address - in 5-7 working days. Pls let me know when it has arrived.,Liz,,,,hg,,,,,
10.2.23,"Morning Regina! Sorry there was too much stock for me to finish! Here is the stock check: 

https://docs.google.com/spreadsheets/d/1PX5vNCqiLNu4vsC5VsJ9a6Hc99q0vlFgUueCSIDm-mY/edit#gid=909935104

Everything on the counter (mainly cards) has already been scanned ~ 
Have a good day!! ",Liz,,,,hg,,,,,
10.2.23,"Email from Rosie: 
Hiya,

We moved outta our Mascot warehouse and into one in St Peters.
Our address is:

Monsterthreads Warehouse
233 Princes Highway, St Peters, NSW 2044

Our phone number is: (02) 8041 7135
However... I have also been informed that we don't have a landline set up... and it doesn't appear to currently work. So best to assume we have no phone until a mobile is set up.

To contact us:
Try hangouts or email first?
 
For urgent matters:
Call Kaew 0431 319 188
Email orders@monsterthreads.com.au to reach Maria
Call Rosie 0405 344 251

Warehouse is open until 3pm/4pm weekdays.
Kaew may need to leave by 2:30pm some days

Who is in warehouse:
Mon - Kaew, Rosie and Maria
Tue - Maria
Wed - Kaew, Rosie OR Maria
Thur - Maria
Fri -  Kaew and Rosie and Maria

Weekends we won't be able to answer stock checking questions as usual but continue to contact staff as you normally would about other matters.

Thanks and let me know if I forgot anything.

Rosie",Liz,,,,hg,,,,,
7.2.23,Just another reminder to please plug in the eftpos machine over night! When its not plugged in it runs out of battery by the morning and takes time to recharge before it can be turned on again. ,Liz,,,,hg,,,,,Sorry. that was my bad. I thought about it when I was already back home :( -jess
2/2/23,"ALL Wooderful life issues from customers MUST be passed on to Lance. 
Every issue with Wooderful Life music boxes must be solved by our team regardless of 
what the problem may be or when customer bought the box. Thanks, Mark",Liz,,,,hg,,,,,
27.1.23,"Note for Leila working on Monday :) 

I've been working on a fancy version of the stock check that automatically counts, highlights discrepancies, and shows the item prices as you go. If you would like to give it a go please check out this guide on setting it up! If you get a delivery ofc haha. 
https://docs.google.com/document/d/1UDm9MZl4iwEPCaiCK_9MIdYXg_SWVkuZZtheHYY1InY/edit 

I've tried to make it as easy to use as possible. If you have any suggestions or find erros please let me know! My goal is to share it with everyone :)  ",,,,,hg,,,,,
25.1.23,"Just a psa: if customers are interested in the xmas ferris wheel music box but we are sold out, they can purchase them on our website :)",Liz,,,,hg,,,,,
20.1.23,"If Cin7 is printing a question mark at the bottom of reciepts, right click on the question mark and under AdBlock click 'hide this ad' and you should be able to get rid of it. ",Liz,,,,hg,,,,,
20.1.23,"On Monday Judy (0429 688 550) will be coming to exchange a Lumi-go-round for a touch lamp (I got approval from Kaew). Her mother was in today and was complaing that the lamp wasn't working when she bought it home. Please test it and if it's working I think it should be okay to resell, otherwise please send it back to WH as usual. Thanks! :) ",Liz,,,,hg,,,,,
