Product,Options,Solvantis Variant ID,Shopify Product ID,Shopify Variant ID,Shopify Inventory Item ID,Previous Solvantis SKU,Previous Shopify SKU,Restored OG SKU,Leading Apostrophe Normalized,IMS Verified,Shopify Verified
Clea Mini Dress,Size: 16,43fa0cb9-698e-4459-b2ee-23a3776f8da1,10606941995313,53129275998513,55230912037169,JA179 1015 - A6-7,JA179 1015 - A6,JA179 1015 - A6,no,yes,yes
Clea Mini Dress,Size: 18,48f5427d-20b8-4d1d-b4ee-e2ec1e83736a,10606941995313,53129276031281,55230912069937,JA179 1015 - A6-8,JA179 1015 - A6,JA179 1015 - A6,no,yes,yes
Clea Mini Dress,Size: L,d50096c6-2a6d-4a8b-b79c-0790f901f17a,10606941995313,53102986166577,55204570890545,JA179 1015 - A6-5,JA179 1015 - A6,JA179 1015 - A6,no,yes,yes
Clea Mini Dress,Size: M,cac9c8a9-e58d-4de2-963c-d765e0b2a036,10606941995313,53102986133809,55204570857777,JA179 1015 - A6-4,JA179 1015 - A6,JA179 1015 - A6,no,yes,yes
Clea Mini Dress,Size: S,d7e0d109-e044-4565-986f-be6292a29da7,10606941995313,53102986101041,55204570825009,JA179 1015 - A6-3,JA179 1015 - A6,JA179 1015 - A6,no,yes,yes
Clea Mini Dress,Size: XL,d7f7a47f-8e2f-4329-9c99-ce722eb951cb,10606941995313,53102986199345,55204570923313,JA179 1015 - A6-6,JA179 1015 - A6,JA179 1015 - A6,no,yes,yes
Clea Mini Dress,Size: XS,85d5c4b7-9fab-48d9-b60e-a2dc9aa8a1c0,10606941995313,53102986068273,55204570792241,JA179 1015 - A6-2,JA179 1015 - A6,JA179 1015 - A6,no,yes,yes
Clementine Lace Mini Dress - Antique Lace,Size: L,366e1842-b08d-4b63-a5bd-7ddc7686de1a,6806683549853,40320415793309,42416488120477,mkt-48,mkt,mkt,no,yes,yes
Clementine Lace Mini Dress - Antique Lace,Size: XL,9ba5c547-0dd5-4ea8-a637-2da34a3b6b29,6806683549853,42670700724381,44768573849757,mkt-49,mkt,mkt,no,yes,yes
Clementine Midi Dress - Green,Size: L,aee1cbaa-6e71-404b-b214-157f09ed4ef7,10111115755825,50440472133937,52496019095857,2019665-0925 - A5-5,2019665-0925 - A5,2019665-0925 - A5,no,yes,yes
Clementine Midi Dress - Green,Size: M,31641a83-ff9a-4392-a4e2-3ca3549de56e,10111115755825,50440472101169,52496019063089,2019665-0925 - A5-4,2019665-0925 - A5,2019665-0925 - A5,no,yes,yes
Clementine Midi Dress - Green,Size: S,654034ae-ae78-48e1-8a5e-ea8b0f547402,10111115755825,50440472068401,52496019030321,2019665-0925 - A5-3,2019665-0925 - A5,2019665-0925 - A5,no,yes,yes
Clementine Midi Dress - Green,Size: XS,f9ac9d17-5817-4611-8902-2a0e9bb0ea90,10111115755825,50440472035633,52496018997553,2019665-0925 - A5-2,2019665-0925 - A5,2019665-0925 - A5,no,yes,yes
Clementine Mini,Size: L,06c5b3c8-0dc9-4ff4-9ac8-8a5337c6d4d0,10111119786289,50440482390321,52496029155633,JS9516L-0925 - A5-5,JS9516L-0925 - A5,JS9516L-0925 - A5,no,yes,yes
Clementine Mini,Size: M,ab0c22c6-ca82-4c71-bc1a-b46e22d66ada,10111119786289,50440482357553,52496029122865,JS9516L-0925 - A5-4,JS9516L-0925 - A5,JS9516L-0925 - A5,no,yes,yes
Clementine Mini,Size: S,47248485-067d-4ab4-b877-e46d16191cbb,10111119786289,50440482324785,52496029090097,JS9516L-0925 - A5-3,JS9516L-0925 - A5,JS9516L-0925 - A5,no,yes,yes
Clementine Mini,Size: XS,c3e8ab7e-5e4c-41b7-a4bb-64f2d36798ea,10111119786289,50440482292017,52496029057329,JS9516L-0925 - A5-2,JS9516L-0925 - A5,JS9516L-0925 - A5,no,yes,yes
Clementine Pants - Green,Size: L,372150fe-9b43-461e-8e50-3379866f6b32,10111036490033,50438981583153,52494528020785,2019340-0925 - A5-5,2019340-0925 - A5,2019340-0925 - A5,no,yes,yes
Clementine Pants - Green,Size: M,a07acf0b-d24b-44b2-9ef5-222a8a3e1cba,10111036490033,50438981550385,52494527988017,2019340-0925 - A5-4,2019340-0925 - A5,2019340-0925 - A5,no,yes,yes
Clementine Pants - Green,Size: S,661c73f2-6e48-44ec-9c32-c0f036bce280,10111036490033,50438981517617,52494527955249,2019340-0925 - A5-3,2019340-0925 - A5,2019340-0925 - A5,no,yes,yes
Clementine Pants - Green,Size: XS,805c1570-7c4c-495d-9521-61f6e0e4df26,10111036490033,50438981484849,52494527922481,2019340-0925 - A5-2,2019340-0925 - A5,2019340-0925 - A5,no,yes,yes
Clementine Shirt - Green,Size: L,889e300a-5891-43bc-a5df-ca037ef72ae9,10140089221425,50558089724209,52621745422641,2019356#925 - A5-5,2019356#925 - A5,2019356#925 - A5,no,yes,yes
Clementine Shirt - Green,Size: M,42d6e47d-e6e8-42b8-ad39-6a296f4f9425,10140089221425,50558089691441,52621745389873,2019356#925 - A5-4,2019356#925 - A5,2019356#925 - A5,no,yes,yes
Clementine Shirt - Green,Size: S,8378da29-8b10-4831-9a16-c7da76d6d45e,10140089221425,50558089658673,52621745357105,2019356#925 - A5-3,2019356#925 - A5,2019356#925 - A5,no,yes,yes
Clementine Shirt - Green,Size: XS,9cfbb5a2-0d5c-4f7b-8f1f-ccccb6379ffb,10140089221425,50558089625905,52621745324337,2019356#925 - A5-2,2019356#925 - A5,2019356#925 - A5,no,yes,yes
Clementine Snow leopard Top,Size: L,4e18dd6e-2d84-43c7-bf37-69815a6c8279,4631886757984,32301379092576,33886829969504,LOLE7066-21 - B6-3,LOLE7066-21 - B6,LOLE7066-21 - B6,no,yes,yes
Clementine Snow leopard Top,Size: M,b1c3a859-9a29-4c35-88da-db5c61914d50,4631886757984,32301379059808,33886829936736,LOLE7066-21 - B6-2,LOLE7066-21 - B6,LOLE7066-21 - B6,no,yes,yes
Clementine Snow leopard Top,Size: XL,d9fb2099-a53a-451a-951f-f481c86849e1,4631886757984,32301379125344,33886830002272,LOLE7066-21 - B6-4,LOLE7066-21 - B6,LOLE7066-21 - B6,no,yes,yes
Coco white shirt,Size: 10,540f3736-9f57-41b6-b960-9cd4b2a4b48d,4631884005472,32301371097184,33886821285984,180125 - B2-3,180125 - B2,180125 - B2,no,yes,yes
Coco white shirt,Size: 12,32964836-32a7-4fe9-a02a-b123d694625b,4631884005472,40285833396381,42381895631005,180125 - B2-4,180125 - B2,180125 - B2,no,yes,yes
Coco white shirt,Size: 14,b88262dd-b0a9-4a2c-8a53-5116e40f20ec,4631884005472,40285834412189,42381896646813,180125 - B2-5,180125 - B2,180125 - B2,no,yes,yes
Coco white shirt,Size: 8,3ba082b0-cc68-468a-b1f3-56d5a5cd2f98,4631884005472,32301371064416,33886821253216,180125 - B2-2,180125 - B2,180125 - B2,no,yes,yes
Coffee & Sun Playsuit - By Frankie,Size: L,06a7a975-5473-4bc9-b74f-7cddf0f76d7f,10135074111793,50539234525489,52601261064497,1039-22 - B12-5,1039-22 - B12,1039-22 - B12,no,yes,yes
Coffee & Sun Playsuit - By Frankie,Size: M,d8cfc667-8f0f-4a6b-bf67-a88759cce000,10135074111793,50539234492721,52601261031729,1039-22 - B12-4,1039-22 - B12,1039-22 - B12,no,yes,yes
Coffee & Sun Playsuit - By Frankie,Size: S,ff7bff64-9bc7-4874-b0d4-ac9365366e49,10135074111793,50539234459953,52601260998961,1039-22 - B12-3,1039-22 - B12,1039-22 - B12,no,yes,yes
Coffee & Sun Playsuit - By Frankie,Size: XS,1833035e-97d0-4762-a899-2413538e9c66,10135074111793,50539234427185,52601260966193,1039-22 - B12-2,1039-22 - B12,1039-22 - B12,no,yes,yes
Colette Linen Blouse - Earth,Size: L,53bcff8c-4e16-48ea-bf16-aa20c1bf2771,10249950396721,51233170129201,53301457355057,JA576-001 - H-5,JA576-001 - H,JA576-001 - H,no,yes,yes
Colette Linen Blouse - Earth,Size: M,6d17be42-6de8-458c-bbfd-d6f1ee236dfd,10249950396721,51233170096433,53301457322289,JA576-001 - H-4,JA576-001 - H,JA576-001 - H,no,yes,yes
Colette Linen Blouse - Earth,Size: S,99ce189d-499b-410f-8da1-9813827788a7,10249950396721,51233170063665,53301457289521,JA576-001 - H-3,JA576-001 - H,JA576-001 - H,no,yes,yes
Colette Linen Blouse - Earth,Size: XS,d2c682bb-1033-4273-901f-671a3fe4da63,10249950396721,51233170030897,53301457256753,JA576-001 - H-2,JA576-001 - H,JA576-001 - H,no,yes,yes
Cowgirls Forever Jumper - By Frankie,Size: L,3ed63bf3-39b1-4409-a866-9e590045e1b1,10744993055025,55500313133361,57615285584177,782-2 - A20-5,782-2 - A20,782-2 - A20,no,yes,yes
Cowgirls Forever Jumper - By Frankie,Size: M,d17dbfce-6021-4ee9-9eae-8321992fee38,10744993055025,55500313100593,57615285551409,782-2 - A20-4,782-2 - A20,782-2 - A20,no,yes,yes
Cowgirls Forever Jumper - By Frankie,Size: S,ec577a2f-eb51-4fe7-978a-12fd6b957f0a,10744993055025,55500313067825,57615285518641,782-2 - A20-3,782-2 - A20,782-2 - A20,no,yes,yes
Cowgirls Forever Jumper - By Frankie,Size: XS,89898656-7ca6-4cff-be91-d4201cd455b4,10744993055025,55500313035057,57615285485873,782-2 - A20-2,782-2 - A20,782-2 - A20,no,yes,yes
Cowgirls Tee - By Frankie,Size: L,5c0aefbf-efcf-4988-8dc6-120663e69cb1,10606973485361,53105003168049,55206591496497,750-2T - A15-5,750-2T - A15,750-2T - A15,no,yes,yes
Cowgirls Tee - By Frankie,Size: M,31f531c0-5c14-4d81-ae2c-95f49e52d4c8,10606973485361,53105003135281,55206591463729,750-2T - A15-4,750-2T - A15,750-2T - A15,no,yes,yes
Cowgirls Tee - By Frankie,Size: S,ad2c2853-5b4a-4e26-893e-62f3fbeac946,10606973485361,53105003102513,55206591430961,750-2T - A15-3,750-2T - A15,750-2T - A15,no,yes,yes
Cowgirls Tee - By Frankie,Size: XS,a216fab7-c758-48c8-bfbb-a3eec4653380,10606973485361,53105003069745,55206591398193,750-2T - A15-2,750-2T - A15,750-2T - A15,no,yes,yes
Crouching Tiger Tee - By Frankie,Size: L,8505a0dd-5d13-4b3a-8e7f-b0fc28607e32,10743574036785,55476940734769,57591717593393,610-48T - A20-5,610-48T - A20,610-48T - A20,no,yes,yes
Crouching Tiger Tee - By Frankie,Size: M,76d13d90-8b96-4af8-87ed-f6c4dd32c9cd,10743574036785,55476940702001,57591717560625,610-48T - A20-4,610-48T - A20,610-48T - A20,no,yes,yes
Crouching Tiger Tee - By Frankie,Size: S,b16650c7-994b-4c6e-9810-b47e4780e2fb,10743574036785,55476940669233,57591717527857,610-48T - A20-3,610-48T - A20,610-48T - A20,no,yes,yes
Crouching Tiger Tee - By Frankie,Size: XS,835f8900-56d2-4a59-a46f-c4dbccf83fd9,10743574036785,55476940636465,57591717495089,610-48T - A20-2,610-48T - A20,610-48T - A20,no,yes,yes
Crouching Tiger Tee Cream - By Frankie,Size: L,6a6ec9a3-0e22-47a7-94af-b2e2664da5c0,10743540613425,55475327861041,57590102130993,610-49T - A20-5,610-49T - A20,610-49T - A20,no,yes,yes
Crouching Tiger Tee Cream - By Frankie,Size: M,3a9204c3-1227-47dc-af7a-08de6cb7ed68,10743540613425,55475327828273,57590102098225,610-49T - A20-4,610-49T - A20,610-49T - A20,no,yes,yes
Crouching Tiger Tee Cream - By Frankie,Size: S,4e382228-211f-411c-a0af-9ed42f2884be,10743540613425,55475327795505,57590102065457,610-49T - A20-3,610-49T - A20,610-49T - A20,no,yes,yes
Crouching Tiger Tee Cream - By Frankie,Size: XS,8e2c66d4-3a06-4acf-9c12-4df73bcf9d24,10743540613425,55475327762737,57590102032689,610-49T - A20-2,610-49T - A20,610-49T - A20,no,yes,yes
Cybele Maxi Dress - Green,Size: L,c9868bbb-1169-4516-a8be-858500ebb392,9837529923889,49514926899505,51562024632625,JS-20191063B-1050 - A8-5,JS-20191063B-1050 - A8,JS-20191063B-1050 - A8,no,yes,yes
Cybele Maxi Dress - Green,Size: M,8950c91a-ec17-400e-be0c-ebc3274e4106,9837529923889,49514926866737,51562024599857,JS-20191063B-1050 - A8-4,JS-20191063B-1050 - A8,JS-20191063B-1050 - A8,no,yes,yes
Cybele Maxi Dress - Green,Size: S,91f8d110-ffad-437e-9553-3628b88c9ec2,9837529923889,49514926833969,51562024567089,JS-20191063B-1050 - A8-3,JS-20191063B-1050 - A8,JS-20191063B-1050 - A8,no,yes,yes
Cybele Maxi Dress - Green,Size: XS,fac892db-7e0d-4a82-9ed5-9e17614ee0b5,9837529923889,49514926801201,51562024534321,JS-20191063B-1050 - A8-2,JS-20191063B-1050 - A8,JS-20191063B-1050 - A8,no,yes,yes
Dani Knit Cross Over Top - Black,Size: M/L,63e9cb75-546a-4be1-bb6f-f8a370f58c53,7335070400669,49583960097073,51631054782769,081 - A14-2,081 - A14,081 - A14,no,yes,yes
Dani Knit Cross Over Top - White,Size: M/L,24d27b36-6d6c-467a-bc7d-9ca79b0a31f1,7335070105757,49943066149169,51992787091761,081 - A14-4,081 - A14,081 - A14,no,yes,yes
Dani Knit Cross Over Top - White,Size: S/M,4ef2337e-1fe8-4972-a938-16f1a94b5c06,7335070105757,42160907550877,44259510976669,081 - A14-3,081 - A14,081 - A14,no,yes,yes
Danika Cotton Shirt Mini Dress - White,Size: L,702e6c18-4384-4590-86d8-7ef197f230a9,10103617552689,50396929884465,52451729867057,K-005 - A12-5,K-005 - A12,K-005 - A12,no,yes,yes
Danika Cotton Shirt Mini Dress - White,Size: M,69e05699-ac5e-4e81-a1f2-7b8fea8b774a,10103617552689,50396929851697,52451729834289,K-005 - A12-4,K-005 - A12,K-005 - A12,no,yes,yes
Danika Cotton Shirt Mini Dress - White,Size: S,c4991b90-ef4e-4e18-b07f-8ddf4d2292a1,10103617552689,50396929818929,52451729801521,K-005 - A12-3,K-005 - A12,K-005 - A12,no,yes,yes
Danika Cotton Shirt Mini Dress - White,Size: XS,5ddb596f-6834-4811-84f7-c66f44b0ccaf,10103617552689,50396929786161,52451729768753,K-005 - A12-2,K-005 - A12,K-005 - A12,no,yes,yes
Danika Maxi Dress - Mint / Pink,Size: 10,afbd790c-3d0e-4f80-814b-6ab5826b5326,9349416681777,48329463234865,50376379269425,201160-23 - A8-4,201160-23 - A8,201160-23 - A8,no,yes,yes
Danika Maxi Dress - Mint / Pink,Size: 12,26e81889-12ff-4866-8394-8ce1aac14a7a,9349416681777,48329463267633,50376379302193,201160-23 - A8-5,201160-23 - A8,201160-23 - A8,no,yes,yes
Danika Maxi Dress - Mint / Pink,Size: 14,046d36d3-222e-4389-a50d-4632847d1779,9349416681777,48329463300401,50376379334961,201160-23 - A8-6,201160-23 - A8,201160-23 - A8,no,yes,yes
Danika Maxi Dress - Mint / Pink,Size: 6,a9c149a6-091d-45a7-a0ef-df82eb764eb7,9349416681777,48329463169329,50376379203889,201160-23 - A8-2,201160-23 - A8,201160-23 - A8,no,yes,yes
Danika Maxi Dress - Mint / Pink,Size: 8,cc82517e-91fe-47b6-9dc6-732f553c5460,9349416681777,48329463202097,50376379236657,201160-23 - A8-3,201160-23 - A8,201160-23 - A8,no,yes,yes
Daphne Long Dress - White - GDS,Size: L,10837c8c-b256-4c84-ace1-ec4cea70649c,8726041198897,46268577415473,48315553612081,2805097 Box 7 GDS-10,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Long Dress - White - GDS,Size: M,9c157231-c839-440e-a4fc-c73d102c3862,8726041198897,46268577382705,48315553579313,2805097 Box 7 GDS-9,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Long Dress - White - GDS,Size: S,ba054b39-418c-4566-8889-cf7bbfdc60d3,8726041198897,46268577349937,48315553546545,2805097 Box 7 GDS-8,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Long Dress - White - GDS,Size: XS,d004767d-5e19-4450-9192-23d1653b5dae,8726041198897,46268577317169,48315553513777,2805097 Box 7 GDS-7,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Midi Dress - Lime - GDS,Size: L,4d2a96d8-38c3-44e4-a13c-4454a9cd2ec7,8726038741297,46268569518385,48315545747761,2805097 Box 7 GDS-5,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Midi Dress - Lime - GDS,Size: M,1c95ff30-03c7-4460-9067-9b6d67a396c2,8726038741297,46268569485617,48315545714993,2805097 Box 7 GDS-4,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Midi Dress - Lime - GDS,Size: S,176a8096-0990-4b9b-9405-75fd8027b473,8726038741297,46268569452849,48315545682225,2805097 Box 7 GDS-3,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Midi Dress - Lime - GDS,Size: XL,92dd5240-b34d-4ae0-a11d-afebe99ca332,8726038741297,46268569551153,48315545780529,2805097 Box 7 GDS-6,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Daphne Midi Dress - Lime - GDS,Size: XS,b8956090-2bac-44da-b837-c9f5e5c712cb,8726038741297,46268569420081,48315545649457,2805097 Box 7 GDS-2,2805097 Box 7 GDS,2805097 Box 7 GDS,no,yes,yes
Darcy Denim Shirt - By Frankie,Size: L,c463d83f-bf37-431f-aa1c-f02fe6ea9308,10138641563953,50552291524913,52615562756401,MKT-14,MKT,MKT,no,yes,yes
Darcy Denim Shirt - By Frankie,Size: M,fb5f162c-0658-40fb-90d1-fa52723d7ab9,10138641563953,50552291492145,52615562723633,MKT-13,MKT,MKT,no,yes,yes
Darcy Denim Shirt - By Frankie,Size: S,65abe9cf-f7b0-450f-94fa-f186f7644072,10138641563953,50552291459377,52615562690865,MKT-12,MKT,MKT,no,yes,yes
Darcy Denim Shirt - By Frankie,Size: XL,665d1f90-9bc5-4856-af56-d156b9626ad3,10138641563953,50552291557681,52615562789169,MKT-15,MKT,MKT,no,yes,yes
Darcy Denim Shirt - By Frankie,Size: XS,7ece6531-a218-4232-94c6-899726c7a553,10138641563953,50552291426609,52615562658097,MKT-11,MKT,MKT,no,yes,yes
Darcy Detailed Denim Shorts - By Frankie,Size: L,d75ad013-ef35-4a0f-92cf-8874db14b486,10138614399281,50552233165105,52615502332209,1256 - A14-5,1256 - A14,1256 - A14,no,yes,yes
Darcy Detailed Denim Shorts - By Frankie,Size: M,3a096ad6-c57e-4908-8add-1d0099812dfb,10138614399281,50552233132337,52615502299441,1256 - A14-4,1256 - A14,1256 - A14,no,yes,yes
Darcy Detailed Denim Shorts - By Frankie,Size: S,b78b7117-1a52-4a53-ae30-09e9fdc774c4,10138614399281,50552233099569,52615502266673,1256 - A14-3,1256 - A14,1256 - A14,no,yes,yes
Darcy Detailed Denim Shorts - By Frankie,Size: XS,46c32855-7653-4099-b8f1-cb5f0df9f300,10138614399281,50552233066801,52615502233905,1256 - A14-2,1256 - A14,1256 - A14,no,yes,yes
Dark Blue Denim Set - By Frankie,Size: L,3bd90056-34c3-4647-a05a-44c5d6bfa871,10197279113521,50763190665521,52832782516529,146-1 - BF4-5,146-1 - BF4,146-1 - BF4,no,yes,yes
Dark Blue Denim Set - By Frankie,Size: M,abc4a3fc-2f63-4c1a-a130-7ef205c44126,10197279113521,50763190632753,52832782483761,146-1 - BF4-4,146-1 - BF4,146-1 - BF4,no,yes,yes
Dark Blue Denim Set - By Frankie,Size: S,2777aa09-fae0-46ff-911e-b13a68883249,10197279113521,50763190599985,52832782450993,146-1 - BF4-3,146-1 - BF4,146-1 - BF4,no,yes,yes
Dark Blue Denim Set - By Frankie,Size: XS,8667764a-cf1f-490c-9849-3527ef5d0a5d,10197279113521,50763190567217,52832782418225,146-1 - BF4-2,146-1 - BF4,146-1 - BF4,no,yes,yes
Darla Mini Dress - Pink,Size: L,db223086-087b-455c-83dd-5da2b1952f37,10095132934449,50370982969649,52424954773809,JS2023044-1091 - A1-5,JS2023044-1091 - A1,JS2023044-1091 - A1,no,yes,yes
Darla Mini Dress - Pink,Size: M,226b4c14-bdab-41c2-b00e-93eb8dbfb5d0,10095132934449,50370982936881,52424954741041,JS2023044-1091 - A1-4,JS2023044-1091 - A1,JS2023044-1091 - A1,no,yes,yes
Darla Mini Dress - Pink,Size: S,2a3df300-0a35-4f57-a099-464495ca51e4,10095132934449,50370982904113,52424954708273,JS2023044-1091 - A1-3,JS2023044-1091 - A1,JS2023044-1091 - A1,no,yes,yes
Darla Mini Dress - Pink,Size: XS,e3483d98-2b94-428b-a113-9605f31f8149,10095132934449,50370982871345,52424954675505,JS2023044-1091 - A1-2,JS2023044-1091 - A1,JS2023044-1091 - A1,no,yes,yes
Day Dream Pants - Aqua/Blue,Size: 10,6a67d4ca-b0cc-4e11-a4b5-2396f089ea4c,7285254455453,41979070447773,44077553680541,A56077 - F-2,A56077 - F,A56077 - F,no,yes,yes
Day Dream Pants - Aqua/Blue,Size: 12,d2574c6f-8aea-40aa-97d1-f68f31cf3072,7285254455453,41979070480541,44077553713309,A56077 - F-3,A56077 - F,A56077 - F,no,yes,yes
Day Dream Pants - Aqua/Blue,Size: 14,383f3f0d-02e8-4d2d-8dab-1767ed28b41b,7285254455453,41979070513309,44077553746077,A56077 - F-4,A56077 - F,A56077 - F,no,yes,yes
Day Dream Pants - Aqua/Blue,Size: 16,7620b66f-6a8b-471a-9332-19fc7b3b179a,7285254455453,42965122646173,45063786725533,A56077 - F-5,A56077 - F,A56077 - F,no,yes,yes
Dea Mini Dress - White Floral,Size: L,d43d3a73-0f7c-466f-beff-0baca15a5c5d,7323589050525,42119836860573,44218817478813,JS9229NS - I-4,JS9229NS - I,JS9229NS - I,no,yes,yes
Dea Mini Dress - White Floral,Size: M,3516f7ac-d4c1-4ba4-bf03-286d10cac397,7323589050525,42119836827805,44218817446045,JS9229NS - I-3,JS9229NS - I,JS9229NS - I,no,yes,yes
Dea Mini Dress - White Floral,Size: S,c11d6a8b-8a64-4191-806f-38bda9fc4d59,7323589050525,42119836795037,44218817413277,JS9229NS - I-2,JS9229NS - I,JS9229NS - I,no,yes,yes
Dea Mini Dress - White Floral,Size: XL,43c07ded-7941-49c7-bde4-3a33ecff03fc,7323589050525,42119836893341,44218817511581,JS9229NS - I-5,JS9229NS - I,JS9229NS - I,no,yes,yes
Dea Top - White Floral,Size: L,11f2e568-3ef8-43b1-8311-4b333b439a96,7323586986141,42119828144285,44218808762525,201962-785 - T4-4,201962-785 - T4,201962-785 - T4,no,yes,yes
Dea Top - White Floral,Size: M,4c2b55b9-77b2-4233-a24d-6f1b3f160a28,7323586986141,42119828111517,44218808729757,201962-785 - T4-3,201962-785 - T4,201962-785 - T4,no,yes,yes
Dea Top - White Floral,Size: S,62d8829a-5370-4dfb-8de2-a4c994524d15,7323586986141,42119828078749,44218808696989,201962-785 - T4-2,201962-785 - T4,201962-785 - T4,no,yes,yes
Dea Top - White Floral,Size: XL,6cab5c78-5bab-4df4-8c68-c04af47adfdb,7323586986141,42119828177053,44218808795293,201962-785 - T4-5,201962-785 - T4,201962-785 - T4,no,yes,yes
Deanne Midi Dress - Orange/Blue,Size: 10,b5359652-ecda-4030-863a-55b3c55ac7f2,8838067323185,46723723559217,48771761832241,201911A-20 - A14-3,201911A-20 - A14,201911A-20 - A14,no,yes,yes
Deanne Midi Dress - Orange/Blue,Size: 12,b6d4e86a-3e90-4f6f-b256-e8e81cddcf45,8838067323185,46723723591985,48771761865009,201911A-20 - A14-4,201911A-20 - A14,201911A-20 - A14,no,yes,yes
Deanne Midi Dress - Orange/Blue,Size: 14,457ef810-62b6-4cb2-ad73-573dcffb27bc,8838067323185,46723723624753,48771761897777,201911A-20 - A14-5,201911A-20 - A14,201911A-20 - A14,no,yes,yes
Deanne Midi Dress - Orange/Blue,Size: 8,a1200984-25fd-4df8-96a0-2107a0d4c2c1,8838067323185,46723723526449,48771761799473,201911A-20 - A14-2,201911A-20 - A14,201911A-20 - A14,no,yes,yes
Dee High - Low Top White/Beige,Size: M/L,6c75f0bb-454a-41d8-a488-8ce94ffcd20e,6896984686749,40618018865309,42714449051805,1552 Old Box 1-2,1552 Old Box 1,1552 Old Box 1,no,yes,yes
Delaware Jumpsuit - Blue,Size: 10,02f7db17-944d-4d6e-919f-a10e8625eee4,10238567383345,51208815673649,53278367646001,2011974-9 - B-3,2011974-9 - B,2011974-9 - B,no,yes,yes
Delaware Jumpsuit - Blue,Size: 12,d42c9c3b-ec7d-4d65-926a-3634bcc0c138,10238567383345,51208815706417,53278367678769,2011974-9 - B-4,2011974-9 - B,2011974-9 - B,no,yes,yes
Delaware Jumpsuit - Blue,Size: 14,20388d5b-c6ab-4b9c-8352-75b2f7dca132,10238567383345,51208815739185,53278367711537,2011974-9 - B-5,2011974-9 - B,2011974-9 - B,no,yes,yes
Delaware Jumpsuit - Blue,Size: 8,1b975bec-8aba-48c1-9ed8-8ad77f2c9367,10238567383345,51208815640881,53278367613233,2011974-9 - B-2,2011974-9 - B,2011974-9 - B,no,yes,yes
Delaware Maxi Dress - Blue,Size: 10,d39bb569-91bf-4650-9dc4-812d42e3827f,9675058250033,49168842162481,51216140075313,2011471A-5 - C4-3,2011471A-5 - C4,2011471A-5 - C4,no,yes,yes
Delaware Maxi Dress - Blue,Size: 12,ce3e3e6f-d81b-45e2-8bbb-565217c328c2,9675058250033,49168842195249,51216140108081,2011471A-5 - C4-4,2011471A-5 - C4,2011471A-5 - C4,no,yes,yes
Delaware Maxi Dress - Blue,Size: 14,2d81334f-91ce-4049-a083-f290569be3de,9675058250033,49168842228017,51216140140849,2011471A-5 - C4-5,2011471A-5 - C4,2011471A-5 - C4,no,yes,yes
Delaware Maxi Dress - Blue,Size: 8,9bfd997d-0994-41b2-b068-2d36e153136f,9675058250033,49168842129713,51216140042545,2011471A-5 - C4-2,2011471A-5 - C4,2011471A-5 - C4,no,yes,yes
Delaware Mini Dress - Blue/White,Size: 10,b4b83bd7-22a0-45e1-8df7-502083dd56e5,9675079942449,49168882336049,51216180248881,2011951-3 - C4-3,2011951-3 - C4,2011951-3 - C4,no,yes,yes
Delaware Mini Dress - Blue/White,Size: 12,ee38a49c-fe01-4d97-9849-ada15704bce0,9675079942449,49168882368817,51216180281649,2011951-3 - C4-4,2011951-3 - C4,2011951-3 - C4,no,yes,yes
Delaware Mini Dress - Blue/White,Size: 14,d701caaa-2eef-412c-a876-16506bf0defe,9675079942449,49168882401585,51216180314417,2011951-3 - C4-5,2011951-3 - C4,2011951-3 - C4,no,yes,yes
Delaware Mini Dress - Blue/White,Size: 8,ef113eb6-376b-4c48-9f21-cf05f0a49ee9,9675079942449,49168882303281,51216180216113,2011951-3 - C4-2,2011951-3 - C4,2011951-3 - C4,no,yes,yes
Delaware Shirt Dress - Blue/white,Size: 10,3e5fc970-9d38-4653-abca-c2b234f68790,10238578753841,51208854470961,53278406410545,2012120-3 - B-3,2012120-3 - B,2012120-3 - B,no,yes,yes
Delaware Shirt Dress - Blue/white,Size: 12,22456f02-00d1-424c-a109-af0ddb72580b,10238578753841,51208854503729,53278406443313,2012120-3 - B-4,2012120-3 - B,2012120-3 - B,no,yes,yes
Delaware Shirt Dress - Blue/white,Size: 14,9631cc5b-2f1c-405a-a6bd-c463095f95f7,10238578753841,51208854536497,53278406476081,2012120-3 - B-5,2012120-3 - B,2012120-3 - B,no,yes,yes
Delaware Shirt Dress - Blue/white,Size: 8,e05b6c92-b290-4139-b224-d8cee893222c,10238578753841,51208854438193,53278406377777,2012120-3 - B-2,2012120-3 - B,2012120-3 - B,no,yes,yes
