variant_id,sku,product_name,location_id,location_name,qty_on_hand,current_variant_avg_cost,current_location_avg_cost,current_purchase_cost,latest_receipt_cost,latest_receipt_date,purchase_order_id,recommended_cost,recommendation_source,review_status
4f8766f9-cb85-4b6e-878e-99cb4bd7c82e,HJX035AU,Mug Dramatic Exit,4,Warehouse Branch,3.0000,,,6.8000,,,,6.8,current_purchase_cost,proposed
1db11350-7a3f-4fdc-9f80-6036224f84b8,HJX031AU,Mug Feeling Vine,2,Shop 3,3.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
1db11350-7a3f-4fdc-9f80-6036224f84b8,HJX031AU,Mug Feeling Vine,3,Shop 2,3.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
1db11350-7a3f-4fdc-9f80-6036224f84b8,HJX031AU,Mug Feeling Vine,4,Warehouse Branch,3.0000,,,6.8000,,,,6.8,current_purchase_cost,proposed
199ca979-e4db-4758-adef-2eac78b226fc,HJX042AU,Mug Main Character Energy,2,Shop 3,2.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
199ca979-e4db-4758-adef-2eac78b226fc,HJX042AU,Mug Main Character Energy,3,Shop 2,1.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
2ab5e8a9-9303-4ade-88e2-1cc418b5e772,HJX032AU,Mug Meow,2,Shop 3,1.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
2ab5e8a9-9303-4ade-88e2-1cc418b5e772,HJX032AU,Mug Meow,3,Shop 2,2.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
2ab5e8a9-9303-4ade-88e2-1cc418b5e772,HJX032AU,Mug Meow,4,Warehouse Branch,2.0000,,,6.8000,,,,6.8,current_purchase_cost,proposed
c66af719-b6c4-4e6e-a4f7-3433b4c8abeb,HJX037AU,Mug No Riff Raff,2,Shop 3,3.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
c66af719-b6c4-4e6e-a4f7-3433b4c8abeb,HJX037AU,Mug No Riff Raff,3,Shop 2,2.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
c66af719-b6c4-4e6e-a4f7-3433b4c8abeb,HJX037AU,Mug No Riff Raff,4,Warehouse Branch,2.0000,,,6.8000,,,,6.8,current_purchase_cost,proposed
4977f5ff-70df-4054-8cfc-49529adc141b,HJX034AU,Mug Oui Oui Mon Cheri,2,Shop 3,2.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
4977f5ff-70df-4054-8cfc-49529adc141b,HJX034AU,Mug Oui Oui Mon Cheri,3,Shop 2,2.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
4977f5ff-70df-4054-8cfc-49529adc141b,HJX034AU,Mug Oui Oui Mon Cheri,4,Warehouse Branch,4.0000,,,6.8000,,,,6.8,current_purchase_cost,proposed
114d70e0-ab24-43ff-8a82-0b813dc47042,HJX038AU,Mug Probably Late for Something,2,Shop 3,2.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
114d70e0-ab24-43ff-8a82-0b813dc47042,HJX038AU,Mug Probably Late for Something,3,Shop 2,3.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
114d70e0-ab24-43ff-8a82-0b813dc47042,HJX038AU,Mug Probably Late for Something,4,Warehouse Branch,8.0000,,,6.8000,,,,6.8,current_purchase_cost,proposed
d5eb26a9-7a71-4e1c-ad26-36eb797b386d,HJX033AU,Mug Sardines,2,Shop 3,3.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
d5eb26a9-7a71-4e1c-ad26-36eb797b386d,HJX033AU,Mug Sardines,3,Shop 2,2.0000,,0.0000,6.8000,,,,6.8,current_purchase_cost,proposed
d5eb26a9-7a71-4e1c-ad26-36eb797b386d,HJX033AU,Mug Sardines,4,Warehouse Branch,9.0000,,,6.8000,,,,6.8,current_purchase_cost,proposed
31ba8620-89c1-4a72-a9b0-f86424996976,82062717,"Nini Cup, Heart, Stoneware",1,Shop 1,1.0000,,0.0000,9.0500,,,,9.05,current_purchase_cost,proposed
31ba8620-89c1-4a72-a9b0-f86424996976,82062717,"Nini Cup, Heart, Stoneware",2,Shop 3,4.0000,,0.0000,9.0500,,,,9.05,current_purchase_cost,proposed
31ba8620-89c1-4a72-a9b0-f86424996976,82062717,"Nini Cup, Heart, Stoneware",3,Shop 2,3.0000,,0.0000,9.0500,,,,9.05,current_purchase_cost,proposed
31ba8620-89c1-4a72-a9b0-f86424996976,82062717,"Nini Cup, Heart, Stoneware",4,Warehouse Branch,2.0000,,,9.0500,,,,9.05,current_purchase_cost,proposed
f2a3877d-eadc-45ef-bcfa-50f088e76d3e,GEN291AU,Pocket Bicycle Multi-Tool,1,Shop 1,2.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
f2a3877d-eadc-45ef-bcfa-50f088e76d3e,GEN291AU,Pocket Bicycle Multi-Tool,2,Shop 3,1.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
f2a3877d-eadc-45ef-bcfa-50f088e76d3e,GEN291AU,Pocket Bicycle Multi-Tool,3,Shop 2,2.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
f2a3877d-eadc-45ef-bcfa-50f088e76d3e,GEN291AU,Pocket Bicycle Multi-Tool,4,Warehouse Branch,6.0000,,,9.0700,,,,9.07,current_purchase_cost,proposed
4d998b57-a317-4c0d-bf4d-1c5dd4c0f4f1,GEN167AU,"Pocket Multi-Tool Pliers, Titanium",1,Shop 1,1.0000,,0.0000,10.4300,,,,10.43,current_purchase_cost,proposed
4d998b57-a317-4c0d-bf4d-1c5dd4c0f4f1,GEN167AU,"Pocket Multi-Tool Pliers, Titanium",2,Shop 3,1.0000,,0.0000,10.4300,,,,10.43,current_purchase_cost,proposed
4d998b57-a317-4c0d-bf4d-1c5dd4c0f4f1,GEN167AU,"Pocket Multi-Tool Pliers, Titanium",3,Shop 2,2.0000,,0.0000,10.4300,,,,10.43,current_purchase_cost,proposed
4d998b57-a317-4c0d-bf4d-1c5dd4c0f4f1,GEN167AU,"Pocket Multi-Tool Pliers, Titanium",4,Warehouse Branch,2.0000,,,10.4300,,,,10.43,current_purchase_cost,proposed
28e0bd1e-70d3-41ec-86f0-6dc2c89a0d52,DEC-2028AU,PU Printed Glasses Case - Check,2,Shop 3,1.0000,,0.0000,11.3400,,,,11.34,current_purchase_cost,proposed
e2e2a0ae-4d12-4af0-95d9-a1f1e545e063,DBM-1023AU,PU Shaped Bookmarks - Iris,2,Shop 3,2.0000,,0.0000,4.5200,,,,4.52,current_purchase_cost,proposed
fef49117-384e-4da2-bfc9-1846030817ab,DBM-1022AU,PU Shaped Bookmarks - Poppy,1,Shop 1,1.0000,,0.0000,4.5200,,,,4.52,current_purchase_cost,proposed
fef49117-384e-4da2-bfc9-1846030817ab,DBM-1022AU,PU Shaped Bookmarks - Poppy,2,Shop 3,2.0000,,0.0000,4.5200,,,,4.52,current_purchase_cost,proposed
fef49117-384e-4da2-bfc9-1846030817ab,DBM-1022AU,PU Shaped Bookmarks - Poppy,4,Warehouse Branch,2.0000,,,4.5200,,,,4.52,current_purchase_cost,proposed
cd8c2b4f-d928-47a3-813b-144806809da4,GEN144AU,Rocking Whisky Glasses Set of 2,1,Shop 1,1.0000,,0.0000,13.6100,,,,13.61,current_purchase_cost,proposed
cd8c2b4f-d928-47a3-813b-144806809da4,GEN144AU,Rocking Whisky Glasses Set of 2,2,Shop 3,1.0000,,0.0000,13.6100,,,,13.61,current_purchase_cost,proposed
cd8c2b4f-d928-47a3-813b-144806809da4,GEN144AU,Rocking Whisky Glasses Set of 2,3,Shop 2,1.0000,,0.0000,13.6100,,,,13.61,current_purchase_cost,proposed
cd8c2b4f-d928-47a3-813b-144806809da4,GEN144AU,Rocking Whisky Glasses Set of 2,4,Warehouse Branch,3.0000,,,13.6100,,,,13.61,current_purchase_cost,proposed
fd253b28-c928-4b02-a506-a25c90d73dbd,GEN938AU,Shoe Shine Kit in a Tin,1,Shop 1,2.0000,,0.0000,15.8900,,,,15.89,current_purchase_cost,proposed
fd253b28-c928-4b02-a506-a25c90d73dbd,GEN938AU,Shoe Shine Kit in a Tin,2,Shop 3,2.0000,,0.0000,15.8900,,,,15.89,current_purchase_cost,proposed
fd253b28-c928-4b02-a506-a25c90d73dbd,GEN938AU,Shoe Shine Kit in a Tin,3,Shop 2,2.0000,,0.0000,15.8900,,,,15.89,current_purchase_cost,proposed
fd253b28-c928-4b02-a506-a25c90d73dbd,GEN938AU,Shoe Shine Kit in a Tin,4,Warehouse Branch,2.0000,,,15.8900,,,,15.89,current_purchase_cost,proposed
b4be4498-fdaf-449e-a641-ec57c0a7a588,cSB-W0000,Spunky Bruiser Womens,4,Warehouse Branch,1.0000,,0.0000,0.0000,,,,,unresolved,unresolved
c1bb18e6-1bf9-4d1e-bca6-b9a7d144a091,TLSB-ZOC-0 to 3 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,1,Shop 1,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
c1bb18e6-1bf9-4d1e-bca6-b9a7d144a091,TLSB-ZOC-0 to 3 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,2,Shop 3,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
453d8acd-f222-4b02-8074-45b2c0d034d1,TLSB-ZOC-12 to 18 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,1,Shop 1,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
453d8acd-f222-4b02-8074-45b2c0d034d1,TLSB-ZOC-12 to 18 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,2,Shop 3,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
453d8acd-f222-4b02-8074-45b2c0d034d1,TLSB-ZOC-12 to 18 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,4,Warehouse Branch,2.0000,,,23.0000,,,,23,current_purchase_cost,proposed
3aeaf957-358b-4ca5-b675-e7aa9accf73f,TLSB-ZOC-3 to 6 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,1,Shop 1,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
3aeaf957-358b-4ca5-b675-e7aa9accf73f,TLSB-ZOC-3 to 6 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,2,Shop 3,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
3aeaf957-358b-4ca5-b675-e7aa9accf73f,TLSB-ZOC-3 to 6 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,4,Warehouse Branch,2.0000,,,23.0000,,,,23,current_purchase_cost,proposed
4fb5c080-7837-4eed-acfa-9b755ac6c747,TLSB-ZOC-6 to 12 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,1,Shop 1,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
4fb5c080-7837-4eed-acfa-9b755ac6c747,TLSB-ZOC-6 to 12 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,2,Shop 3,1.0000,,0.0000,23.0000,,,,23,current_purchase_cost,proposed
4fb5c080-7837-4eed-acfa-9b755ac6c747,TLSB-ZOC-6 to 12 months,Terry Long Sleeve Bodysuit / Zoo Crew Cream,4,Warehouse Branch,2.0000,,,23.0000,,,,23,current_purchase_cost,proposed
c57ccf2f-0652-4bf5-954a-c972bafcfc08,GEN851AU,Travel Backgammon,1,Shop 1,1.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
c57ccf2f-0652-4bf5-954a-c972bafcfc08,GEN851AU,Travel Backgammon,2,Shop 3,2.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
c57ccf2f-0652-4bf5-954a-c972bafcfc08,GEN851AU,Travel Backgammon,3,Shop 2,2.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
c57ccf2f-0652-4bf5-954a-c972bafcfc08,GEN851AU,Travel Backgammon,4,Warehouse Branch,5.0000,,,9.0700,,,,9.07,current_purchase_cost,proposed
4fc7d7d9-7b03-4be6-b43e-056665f768ff,GEN493AU,Travel Size Sneaker Cleaning Kit,1,Shop 1,1.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
4fc7d7d9-7b03-4be6-b43e-056665f768ff,GEN493AU,Travel Size Sneaker Cleaning Kit,2,Shop 3,1.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
4fc7d7d9-7b03-4be6-b43e-056665f768ff,GEN493AU,Travel Size Sneaker Cleaning Kit,3,Shop 2,1.0000,,0.0000,9.0700,,,,9.07,current_purchase_cost,proposed
4fc7d7d9-7b03-4be6-b43e-056665f768ff,GEN493AU,Travel Size Sneaker Cleaning Kit,4,Warehouse Branch,1.0000,,,9.0700,,,,9.07,current_purchase_cost,proposed
8af959a5-2ab5-488b-8198-b4e83b3548b5,UB411111,Urban Products Chick Soft Toy - Beige 15cm,4,Warehouse Branch,2.0000,,,11.3500,,,,11.35,current_purchase_cost,proposed
4477e5cd-537d-4a53-babf-50259de255a5,UB402024,Urban Products Curly Unicorn Soft Toy - Pink & Red 18cm,1,Shop 1,2.0000,,0.0000,9.3500,,,,9.35,current_purchase_cost,proposed
4477e5cd-537d-4a53-babf-50259de255a5,UB402024,Urban Products Curly Unicorn Soft Toy - Pink & Red 18cm,3,Shop 2,1.0000,,0.0000,9.3500,,,,9.35,current_purchase_cost,proposed
4477e5cd-537d-4a53-babf-50259de255a5,UB402024,Urban Products Curly Unicorn Soft Toy - Pink & Red 18cm,4,Warehouse Branch,1.0000,,,9.3500,,,,9.35,current_purchase_cost,proposed
d3193199-0305-4b6d-8dc8-3ef7a6a6f6c9,UB408246,Urban Products Frog Rattle - Sage Green,4,Warehouse Branch,4.0000,,,12.1500,,,,12.15,current_purchase_cost,proposed
90df0a92-dbb5-4488-aaf9-8d2f6897a85d,UA951842,Urban Products Pooch Scarf - Sage,4,Warehouse Branch,5.0000,,,12.1500,,,,12.15,current_purchase_cost,proposed
0eef4c43-1012-4845-a85b-324510ab6a7f,UA951918,Urban Products Strawberry Scarf - Red 180cm,4,Warehouse Branch,1.0000,,,16.2000,,,,16.2,current_purchase_cost,proposed
6007c862-08fc-4f09-b1d8-c408e870449c,cMT-WB0020,Water Bottle: Ants 300ml,1,Shop 1,2.0000,,0.0000,8.8300,,,,8.83,current_purchase_cost,proposed
